resource,dataset,name,label,collection event.resource,collection event.name,since version,until version,format,unit,references.dataset,references.name,mandatory,description,order,example values,keywords,vocabularies,notes
ATHLETE_CDM,chemicals_ath,m_eaa_raw_precon,Maternal EAA preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eaa_lod_precon,Limit of detection of maternal  EAA at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_chlorphyrifos_raw_preg,Maternal urine Chlorphyrifos pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_chlorphyrifos_lod_preg,Limit of detection of maternal urine Chlorphyrifos at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_chlorphyrifos_raw_birth,Maternal  Chlorphyrifos birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_chlorphyrifos_lod_birth,Limit of detection of maternal  Chlorphyrifos at birth,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_raw_precon,Maternal Pyrethroids preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_lod_precon,Limit of detection of maternal  Pyrethroids at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_raw_preg,Maternal urine Pyrethroids pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_lod_preg,Limit of detection of maternal urine Pyrethroids at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_raw_birth,Maternal  Pyrethroids birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_pyrethroids_lod_birth,Limit of detection of maternal  Pyrethroids at birth,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_boscalid_raw_precon,Maternal Boscalid preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_dedtp_raw_birth,Maternal  DEDTP birth levels,,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,m_dedtp_lod_birth,Limit of detection of maternal  DEDTP at birth,,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,m_hg_raw_precon,Maternal Hg preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_raw_preg,Maternal urine Benzo(a)pyrene pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_lod_preg,Limit of detection of maternal urine Benzo(a)pyrene at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_se_lod_birth,Limit of detection of maternal   Se at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mn_raw_precon,Maternal  Mn preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mn_lod_precon,Limit of detection of maternal   Mn at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mn_lod_birth,Limit of detection of maternal   Mn at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_zn_raw_precon,Maternal  Zn preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_zn_lod_precon,Limit of detection of maternal   Zn at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_zn_raw_birth,Maternal   Zn birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_zn_lod_birth,Limit of detection of maternal   Zn at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_cotinine_raw_birth,Maternal  Cotinine birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_cotinine_lod_birth,Limit of detection of maternal  Cotinine at birth,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_raw_precon,Maternal Benzo(a)pyrene preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,c_pbde47_raw_birth,Newborn  PBDE-47 birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_lod_precon,Limit of detection of maternal  Benzo(a)pyrene at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_mehhp_raw_birth,Maternal  MEHHP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_lod_birth,Limit of detection of maternal  MEHHP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_raw_precon,Maternal MEOHP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_lod_precon,Limit of detection of maternal  MEOHP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_raw_preg,Maternal urine MEOHP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_lod_preg,Limit of detection of maternal urine MEOHP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_raw_birth,Maternal  MEOHP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_lod_birth,Limit of detection of maternal  MEOHP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_raw_precon,Maternal MECPP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_bupa_raw_preg,Maternal urine BUPA pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_mecpp_lod_precon,Limit of detection of maternal  MECPP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_raw_preg,Maternal urine MECPP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_lod_preg,Limit of detection of maternal urine MECPP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_raw_birth,Maternal  MECPP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_lod_birth,Limit of detection of maternal  MECPP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmchp_raw_precon,Maternal MMCHP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mmp_lod_birth,Limit of detection of newborn  mMP at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_ohmphp_lod_birth,Limit of detection of newborn  ohmphp at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_ddt_lod_birth,Limit of detection of newborn   DDT at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_dde_raw_birth,Newborn  DDE birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_dde_lod_birth,Limit of detection of newborn   DDE at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_hcb_raw_birth,Newborn  HCB birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_hcb_lod_birth,Limit of detection of newborn   HCB at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_hch_raw_birth,Newborn  HCH birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_hch_lod_birth,Limit of detection of newborn   HCH at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_fluorene_lod_precon,Limit of detection of maternal  Fluorene at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_eeaa_raw_preg,Maternal urine EEAA pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_raw_birth,Maternal  Benzo(a)pyrene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_lod_birth,Limit of detection of maternal  Benzo(a)pyrene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_raw_precon,Maternal Chrysene preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_lod_precon,Limit of detection of maternal  Chrysene at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_raw_preg,Maternal urine Chrysene pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_lod_preg,Limit of detection of maternal urine Chrysene at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_raw_birth,Maternal  Chrysene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_chrysene_lod_birth,Limit of detection of maternal  Chrysene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,c_2mpa_raw_birth,Newborn 2-MPA birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_fluorene_raw_precon,Maternal Fluorene preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_ohminch_lod_preg,Limit of detection of maternal urine oh_MiNCH at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhpp_raw_birth,Maternal  mHpP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mepa_lod_precon,Limit of detection of maternal  MEPA at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_mibp_raw_precon,Maternal MiBP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mibp_lod_precon,Limit of detection of maternal  MiBP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mibp_lod_preg,Limit of detection of maternal urine MiBP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mibp_raw_birth,Maternal  MiBP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mibp_lod_birth,Limit of detection of maternal  MiBP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_as_raw_precon,Maternal  As preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_as_lod_precon,Limit of detection of maternal   As at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_as_raw_birth,Maternal   As birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_ohminch_lod_birth,Limit of detection of newborn  ohminch at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mg_lod_birth,Limit of detection of maternal   Mg at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_cotinine_raw_precon,Maternal Cotinine preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_cotinine_lod_precon,Limit of detection of maternal  Cotinine at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_cotinine_raw_preg,Maternal urine Cotinine pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_cotinine_lod_preg,Limit of detection of maternal urine Cotinine at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_mnbp_raw_precon,Maternal MnBP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_raw_preg,Maternal urine MnBP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_lod_preg,Limit of detection of maternal urine MnBP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_raw_birth,Maternal  MnBP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_lod_birth,Limit of detection of maternal  MnBP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_raw_precon,Maternal MBzP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_lod_precon,Limit of detection of maternal  MBzP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_raw_preg,Maternal urine MBzP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_lod_preg,Limit of detection of maternal urine MBzP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_raw_birth,Maternal  MBzP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_raw_precon,Maternal MEHP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_lod_precon,Limit of detection of maternal  MEHP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_raw_preg,Maternal urine MEHP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_lod_preg,Limit of detection of maternal urine MEHP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_raw_birth,Maternal  MEHP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_lod_birth,Limit of detection of maternal  MEHP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_raw_precon,Maternal MEHHP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mn_raw_birth,Maternal   Mn birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mehhp_lod_precon,Limit of detection of maternal  MEHHP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_raw_preg,Maternal urine MEHHP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_lod_preg,Limit of detection of maternal urine MEHHP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_fluorene_raw_preg,Maternal urine Fluorene pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_fluorene_lod_preg,Limit of detection of maternal urine Fluorene at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_fluorene_raw_birth,Maternal  Fluorene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_fluorene_lod_birth,Limit of detection of maternal  Fluorene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,c_ddt_raw_birth,Newborn  DDT birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_raw_precon,Maternal Naphthalene preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_lod_precon,Limit of detection of maternal  Naphthalene at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_raw_preg,Maternal urine Naphthalene pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,c_ohminch_raw_birth,Newborn ohminch birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_lod_preg,Limit of detection of maternal urine Naphthalene at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_raw_birth,Maternal  Naphthalene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_naphthalene_lod_birth,Limit of detection of maternal  Naphthalene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_phenanthrene_raw_birth,Maternal  Phenanthrene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_phenanthrene_lod_birth,Limit of detection of maternal  Phenanthrene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_raw_precon,Maternal Pyrene preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_lod_precon,Limit of detection of maternal  Pyrene at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_raw_preg,Maternal urine Pyrene pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_lod_preg,Limit of detection of maternal urine Pyrene at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_raw_birth,Maternal  Pyrene birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_pyrene_lod_birth,Limit of detection of maternal  Pyrene at birth,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_eaa_raw_preg,Maternal urine EAA pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eaa_lod_preg,Limit of detection of maternal urine EAA at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eaa_raw_birth,Maternal  EAA birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eaa_lod_birth,Limit of detection of maternal  EAA at birth,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eeaa_raw_precon,Maternal EEAA preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_eeaa_lod_precon,Limit of detection of maternal  EEAA at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,c_mnpep_lod_birth,Limit of detection of newborn  MnPeP at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mchp_raw_birth,Newborn MCHP birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mchp_lod_birth,Limit of detection of newborn  MCHP at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mnop_raw_birth,Newborn MnOP birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mnop_lod_birth,Limit of detection of newborn  MnOP at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mmp_raw_birth,Newborn mMP birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_creatinine_lod_birth,Limit of detection of newborn  Creatinine at birth,,,1.1.0,,decimal,g/L,,,,,,,Creatinine,,
ATHLETE_CDM,chemicals_ath,c_pcb118_raw_birth,Newborn PCB-118 birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pcb118_lod_birth,Limit of detection of newborn  PCB-118 at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pcb138_raw_birth,Newborn  PCB-138 birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pcb138_lod_birth,Limit of detection of newborn   PCB-138 at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pcb153_raw_birth,Newborn  PCB-153 birth levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pcb153_lod_birth,Limit of detection of newborn   PCB-153 at birth,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_se_lod_birth,Limit of detection of newborn   Se at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mn_raw_birth,Newborn  Mn birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mn_lod_birth,Limit of detection of newborn   Mn at birth,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_zn_raw_birth,Newborn  Zn birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_bupa_raw_birth,Maternal  BUPA birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_bupa_lod_birth,Limit of detection of maternal  BUPA at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_raw_precon,Maternal OXBE preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_lod_precon,Limit of detection of maternal  OXBE at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_raw_preg,Maternal urine OXBE pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_lod_preg,Limit of detection of maternal urine OXBE at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_raw_birth,Maternal  OXBE birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_oxbe_lod_birth,Limit of detection of maternal  OXBE at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_trcs_raw_precon,Maternal TRCS preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_pfda_raw_precon,Maternal  PFDA preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_hch_raw_precon,Maternal  HCH preconception levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_trcs_lod_precon,Limit of detection of maternal  TRCS at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_trcs_raw_preg,Maternal urine TRCS pregnancy levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_trcs_lod_preg,Limit of detection of maternal urine TRCS at pregnancy,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_trcs_raw_birth,Maternal  TRCS birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_trcs_lod_birth,Limit of detection of maternal  TRCS at birth,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_raw_precon,Maternal  PFHxS preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_lod_precon,Limit of detection of maternal   PFHxS at preconception,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_raw_birth,Maternal   PFHxS birth levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_lod_birth,Limit of detection of maternal   PFHxS at birth,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
